"Gene","Accession","Measure","final.mean","Time","Lot","ID","Status"
"RSPO3","NM_032784","Mean_24HR_C2",0.044010325,"24HR","C2","NM_032784.C2","Silent"
"RUNX1","NM_001754","Mean_24HR_C2",3.56615625,"24HR","C2","NM_001754.C2","Active"
"SBK1","NM_001024401","Mean_24HR_C2",0.0854483125,"24HR","C2","NM_001024401.C2","Silent"
"SCYL1","NM_020680","Mean_24HR_C2",6.63279125,"24HR","C2","NM_020680.C2","Active"
"SCYL3","NM_020423","Mean_24HR_C2",2.03275,"24HR","C2","NM_020423.C2","Active"
"SDHA","NM_004168","Mean_24HR_C2",15.9442083333333,"24HR","C2","NM_004168.C2","Active"
"SDHB","NM_003000","Mean_24HR_C2",30.208275,"24HR","C2","NM_003000.C2","Active"
"SDHC","NM_001035511","Mean_24HR_C2",19.14775,"24HR","C2","NM_001035511.C2","Active"
"SDHD","NM_003002","Mean_24HR_C2",24.2304,"24HR","C2","NM_003002.C2","Active"
"SGK1","NM_005627","Mean_24HR_C2",0.1222061375,"24HR","C2","NM_005627.C2","Silent"
"SGK196","NM_001277971","Mean_24HR_C2",3.9493475,"24HR","C2","NM_001277971.C2","Active"
"SGK3","NM_013257","Mean_24HR_C2",0.072477775,"24HR","C2","NM_013257.C2","Silent"
"SgK494","NM_001174103","Mean_24HR_C2",6.2096375,"24HR","C2","NM_001174103.C2","Active"
"SH3BP5","NM_001018009","Mean_24HR_C2",16.16265,"24HR","C2","NM_001018009.C2","Active"
"SIK3","NM_025164","Mean_24HR_C2",7.5189625,"24HR","C2","NM_025164.C2","Active"
"SIX4","NM_017420","Mean_24HR_C2",0.92471525,"24HR","C2","NM_017420.C2","Silent"
"SLAMF6","NM_001184714","Mean_24HR_C2",1.69904625,"24HR","C2","NM_001184714.C2","Active"
"SLC16A1","NM_003051","Mean_24HR_C2",26.5082,"24HR","C2","NM_003051.C2",NA
"SLC39A14","NM_001128431","Mean_24HR_C2",9.97761,"24HR","C2","NM_001128431.C2",NA
"SLC39A6","NM_012319","Mean_24HR_C2",9.6768875,"24HR","C2","NM_012319.C2","Active"
"SMAD2","NM_005901","Mean_24HR_C2",12.857745,"24HR","C2","NM_005901.C2","Active"
"SMAD4","NM_005359","Mean_24HR_C2",13.001625,"24HR","C2","NM_005359.C2","Active"
"SMARCB1","NM_003073","Mean_24HR_C2",19.000775,"24HR","C2","NM_003073.C2","Active"
"SMO","NM_005631","Mean_24HR_C2",0.026380775,"24HR","C2","NM_005631.C2","Silent"
"SNX16","NM_022133","Mean_24HR_C2",1.5245825,"24HR","C2","NM_022133.C2",NA
"SPTAN1","NM_003127","Mean_24HR_C2",15.742175,"24HR","C2","NM_003127.C2","Active"
"SRPK1","NM_003137","Mean_24HR_C2",30.111075,"24HR","C2","NM_003137.C2","Active"
"SRPK2","NM_182692","Mean_24HR_C2",11.2811925,"24HR","C2","NM_182692.C2","Active"
"SSTR1","NM_001049","Mean_24HR_C2",0.026380775,"24HR","C2","NM_001049.C2","Silent"
"STK11","NM_000455","Mean_24HR_C2",11.01510125,"24HR","C2","NM_000455.C2","Active"
"STK32A","NM_001112724","Mean_24HR_C2",0.02763545,"24HR","C2","NM_001112724.C2","Silent"
"STK32B","NM_018401","Mean_24HR_C2",0.0228857615,"24HR","C2","NM_018401.C2","Silent"
"STK32C","NM_173575","Mean_24HR_C2",0.0696887875,"24HR","C2","NM_173575.C2","Silent"
"STK33","NM_030906","Mean_24HR_C2",2.40923125,"24HR","C2","NM_030906.C2",NA
"STK38","NM_001305102","Mean_24HR_C2",7.264415,"24HR","C2","NM_001305102.C2","Active"
"STK38L","NM_015000","Mean_24HR_C2",1.8694575,"24HR","C2","NM_015000.C2","Active"
"STRADA","NM_153335","Mean_24HR_C2",4.455435,"24HR","C2","NM_153335.C2","Active"
"SUCLG2","NM_001177599","Mean_24HR_C2",18.836425,"24HR","C2","NM_001177599.C2","Active"
"SUFU","NM_001178133","Mean_24HR_C2",5.574515,"24HR","C2","NM_001178133.C2","Active"
"SUZ12","NM_015355","Mean_24HR_C2",23.491875,"24HR","C2","NM_015355.C2","Active"
"TBK1","NM_013254","Mean_24HR_C2",4.80561083333333,"24HR","C2","NM_013254.C2","Active"
"TBL3","NM_006453","Mean_24HR_C2",12.993275,"24HR","C2","NM_006453.C2","Active"
"TBX22","NM_001109878","Mean_24HR_C2",0.022614575,"24HR","C2","NM_001109878.C2","Silent"
"TEC","NM_003215","Mean_24HR_C2",0.71971525,"24HR","C2","NM_003215.C2","Silent"
"TESK1","NM_006285","Mean_24HR_C2",4.90764375,"24HR","C2","NM_006285.C2","Active"
"TESK2","NM_007170","Mean_24HR_C2",0.2528602875,"24HR","C2","NM_007170.C2",NA
"TFDP1","NM_007111","Mean_24HR_C2",38.539,"24HR","C2","NM_007111.C2","Active"
"TGFBR1","NM_004612","Mean_24HR_C2",11.259705,"24HR","C2","NM_004612.C2","Active"
"TGFBR2","NM_001024847","Mean_24HR_C2",6.44750833333333,"24HR","C2","NM_001024847.C2","Active"
"TGFBR3","NM_003243","Mean_24HR_C2",0.21822725,"24HR","C2","NM_003243.C2","Silent"
"TIAM1","NM_003253","Mean_24HR_C2",0.022607373,"24HR","C2","NM_003253.C2","Silent"
"TKT","NM_001064","Mean_24HR_C2",61.696625,"24HR","C2","NM_001064.C2","Active"
"TKTL2","NM_032136","Mean_24HR_C2",0.042749775,"24HR","C2","NM_032136.C2","Silent"
"TMEM97","NM_014573","Mean_24HR_C2",15.646475,"24HR","C2","NM_014573.C2","Silent"
"TNIK","NM_001161560","Mean_24HR_C2",0.0252103465,"24HR","C2","NM_001161560.C2","Silent"
"TNK2","NM_005781","Mean_24HR_C2",12.05781125,"24HR","C2","NM_005781.C2","Active"
"TP53","NM_000546","Mean_24HR_C2",37.0385875,"24HR","C2","NM_000546.C2","Active"
"TPR","NM_003292","Mean_24HR_C2",7.3279375,"24HR","C2","NM_003292.C2","Active"
"TRAP1","NM_016292","Mean_24HR_C2",43.241525,"24HR","C2","NM_016292.C2","Active"
"TRIB1","NM_025195","Mean_24HR_C2",3.0954625,"24HR","C2","NM_025195.C2","Active"
"TRIB3","NM_021158","Mean_24HR_C2",2.1366625,"24HR","C2","NM_021158.C2",NA
"TRIM10","NM_006778","Mean_24HR_C2",0.080574025,"24HR","C2","NM_006778.C2","Silent"
"TRIM24","NM_015905","Mean_24HR_C2",3.4607275,"24HR","C2","NM_015905.C2","Active"
"TRIM26","NM_001242783","Mean_24HR_C2",11.1915525,"24HR","C2","NM_001242783.C2","Active"
"TRIM27","NM_006510","Mean_24HR_C2",8.583135,"24HR","C2","NM_006510.C2","Active"
"TRIM33","NM_015906","Mean_24HR_C2",12.0230975,"24HR","C2","NM_015906.C2","Active"
"TRIM37","NM_001005207","Mean_24HR_C2",10.4296425,"24HR","C2","NM_001005207.C2","Active"
"TRIM39","NM_021253","Mean_24HR_C2",2.7612575,"24HR","C2","NM_021253.C2","Active"
"TRIM41","NM_201627","Mean_24HR_C2",3.2414775,"24HR","C2","NM_201627.C2","Active"
"TRIM43","NM_138800","Mean_24HR_C2",0.0919196,"24HR","C2","NM_138800.C2","Silent"
"TRIM5","NM_033092","Mean_24HR_C2",1.2252,"24HR","C2","NM_033092.C2","Active"
"TRIM59","NM_173084","Mean_24HR_C2",8.31975,"24HR","C2","NM_173084.C2","Active"
"TRIM65","NM_173547","Mean_24HR_C2",16.22405,"24HR","C2","NM_173547.C2","Active"
"TRIM8","NM_030912","Mean_24HR_C2",14.823075,"24HR","C2","NM_030912.C2","Active"
"TRPM7","NM_017672","Mean_24HR_C2",16.5492125,"24HR","C2","NM_017672.C2","Active"
"TSC1","NM_000368","Mean_24HR_C2",6.91052,"24HR","C2","NM_000368.C2","Active"
"TSHR","NM_001018036","Mean_24HR_C2",0.061654075,"24HR","C2","NM_001018036.C2","Silent"
"TTK","NM_003318","Mean_24HR_C2",4.47905875,"24HR","C2","NM_003318.C2",NA
"TTL","NM_153712","Mean_24HR_C2",5.8672275,"24HR","C2","NM_153712.C2","Active"
"TUBB","NM_178014","Mean_24HR_C2",96.7989916666667,"24HR","C2","NM_178014.C2","Active"
"TYK2","NM_003331","Mean_24HR_C2",11.63981,"24HR","C2","NM_003331.C2","Active"
"UCHL3","NM_006002","Mean_24HR_C2",27.888375,"24HR","C2","NM_006002.C2","Active"
"UCK2","NM_012474","Mean_24HR_C2",23.056925,"24HR","C2","NM_012474.C2","Active"
"VEGFA","NM_001025366","Mean_24HR_C2",7.4731525,"24HR","C2","NM_001025366.C2","Active"
"VHL","NM_198156","Mean_24HR_C2",7.2937975,"24HR","C2","NM_198156.C2","Active"
"WNK1","NM_018979","Mean_24HR_C2",16.906825,"24HR","C2","NM_018979.C2","Active"
"XYLB","NM_005108","Mean_24HR_C2",5.5491975,"24HR","C2","NM_005108.C2","Silent"
"YAP1","NM_001130145","Mean_24HR_C2",0.003759023,"24HR","C2","NM_001130145.C2","Silent"
"YES1","NM_005433","Mean_24HR_C2",4.157335,"24HR","C2","NM_005433.C2","Active"
"ABCB1","NM_000927","Mean_24HR_C2",0.041217,"24HR","C2","NM_000927.C2","Silent"
"ABCF1","NM_001090","Mean_24HR_C2",21.609425,"24HR","C2","NM_001090.C2","Active"
"ADA","NM_000022","Mean_24HR_C2",5.064555,"24HR","C2","NM_000022.C2",NA
"AHR","NM_001621","Mean_24HR_C2",0.19710725,"24HR","C2","NM_001621.C2","Silent"
"AICDA","NM_020661","Mean_24HR_C2",0.94369275,"24HR","C2","NM_020661.C2","Active"
"AIRE","NM_000383","Mean_24HR_C2",0.1287605,"24HR","C2","NM_000383.C2","Silent"
"ALAS1","NM_000688","Mean_24HR_C2",8.257715,"24HR","C2","NM_000688.C2","Active"
"APP","NM_000484","Mean_24HR_C2",31.14195,"24HR","C2","NM_000484.C2","Active"
"ARG1","NM_000045","Mean_24HR_C2",0.032819175,"24HR","C2","NM_000045.C2","Silent"
"ARG2","NM_001172","Mean_24HR_C2",0.047472975,"24HR","C2","NM_001172.C2","Silent"
"ARHGDIB","NM_001175","Mean_24HR_C2",119.4405,"24HR","C2","NM_001175.C2","Active"
"ATG10","NM_001131028","Mean_24HR_C2",1.00547175,"24HR","C2","NM_001131028.C2",NA
"ATG12","NM_004707","Mean_24HR_C2",0.9524095,"24HR","C2","NM_004707.C2",NA
"ATG16L1","NM_198890","Mean_24HR_C2",4.9440475,"24HR","C2","NM_198890.C2","Active"
"ATG5","NM_004849","Mean_24HR_C2",3.6070575,"24HR","C2","NM_004849.C2","Active"
"ATG7","NM_001136031","Mean_24HR_C2",5.3379075,"24HR","C2","NM_001136031.C2","Active"
"ATM","NM_000051","Mean_24HR_C2",0.5381645,"24HR","C2","NM_000051.C2","Silent"
"B2M","NM_004048","Mean_24HR_C2",708.6245,"24HR","C2","NM_004048.C2","Active"
"B3GAT1","NM_018644","Mean_24HR_C2",0.02963315,"24HR","C2","NM_018644.C2","Silent"
"BATF","NM_006399","Mean_24HR_C2",0.94336725,"24HR","C2","NM_006399.C2","Silent"
"BATF3","NM_018664","Mean_24HR_C2",1.2529325,"24HR","C2","NM_018664.C2","Silent"
"BAX","NM_138761","Mean_24HR_C2",72.367225,"24HR","C2","NM_138761.C2","Active"
"BCAP31","NM_005745","Mean_24HR_C2",23.3247,"24HR","C2","NM_005745.C2","Active"
"BCL10","NM_003921","Mean_24HR_C2",11.889825,"24HR","C2","NM_003921.C2","Active"
"BCL2","NM_000657","Mean_24HR_C2",5.5410725,"24HR","C2","NM_000657.C2","Active"
"BCL2L11","NM_138621","Mean_24HR_C2",4.5131225,"24HR","C2","NM_138621.C2","Active"
"BCL3","NM_005178","Mean_24HR_C2",4.6769725,"24HR","C2","NM_005178.C2","Active"
"BCL6","NM_001706","Mean_24HR_C2",0.046448125,"24HR","C2","NM_001706.C2","Silent"
"BID","NM_001196","Mean_24HR_C2",3.0520125,"24HR","C2","NM_001196.C2",NA
"BLNK","NM_013314","Mean_24HR_C2",12.52555,"24HR","C2","NM_013314.C2","Active"
"BST1","NM_004334","Mean_24HR_C2",0.04429325,"24HR","C2","NM_004334.C2","Silent"
"BST2","NM_004335","Mean_24HR_C2",16.981325,"24HR","C2","NM_004335.C2","Active"
"BTLA","NM_181780","Mean_24HR_C2",5.25496,"24HR","C2","NM_181780.C2","Active"
"C14orf166","NM_016039","Mean_24HR_C2",59.5476,"24HR","C2","NM_016039.C2","Active"
"C1QA","NM_015991","Mean_24HR_C2",0.01726435,"24HR","C2","NM_015991.C2","Silent"
"C1QB","NM_000491","Mean_24HR_C2",0.0338352,"24HR","C2","NM_000491.C2","Silent"
"C1QBP","NM_001212","Mean_24HR_C2",123.95,"24HR","C2","NM_001212.C2","Active"
"C1R","NM_001733","Mean_24HR_C2",0.051703775,"24HR","C2","NM_001733.C2","Silent"
"C1S","NM_001734","Mean_24HR_C2",0.06655755,"24HR","C2","NM_001734.C2","Silent"
"C2","NM_000063","Mean_24HR_C2",0.051703775,"24HR","C2","NM_000063.C2","Silent"
"C3","NM_000064","Mean_24HR_C2",0.079415425,"24HR","C2","NM_000064.C2","Silent"
"C4A/B","NM_007293","Mean_24HR_C2",0.2374825,"24HR","C2","NM_007293.C2","Silent"
"C4BPA","NM_000715","Mean_24HR_C2",0.028570875,"24HR","C2","NM_000715.C2","Silent"
"C5","NM_001735","Mean_24HR_C2",0.712821,"24HR","C2","NM_001735.C2","Silent"
"C6","NM_000065","Mean_24HR_C2",0.0559388,"24HR","C2","NM_000065.C2","Silent"
"C7","NM_000587","Mean_24HR_C2",0.015130345,"24HR","C2","NM_000587.C2","Silent"
"C8A","NM_000562","Mean_24HR_C2",0.02130995,"24HR","C2","NM_000562.C2","Silent"
"C8B","NM_000066","Mean_24HR_C2",0.018247028,"24HR","C2","NM_000066.C2","Silent"
"C8G","NM_000606","Mean_24HR_C2",0.095387725,"24HR","C2","NM_000606.C2","Silent"
"C9","NM_001737","Mean_24HR_C2",0.021332723,"24HR","C2","NM_001737.C2","Silent"
"CAMP","NM_004345","Mean_24HR_C2",0.11905255,"24HR","C2","NM_004345.C2","Silent"
"CARD9","NM_052813","Mean_24HR_C2",0.926512,"24HR","C2","NM_052813.C2","Silent"
"CASP1","NM_001223","Mean_24HR_C2",1.615565,"24HR","C2","NM_001223.C2","Active"
"CASP10","NM_032977","Mean_24HR_C2",0.038022075,"24HR","C2","NM_032977.C2","Silent"
"CASP2","NM_032982","Mean_24HR_C2",11.290025,"24HR","C2","NM_032982.C2","Active"
"CASP3","NM_032991","Mean_24HR_C2",4.47344,"24HR","C2","NM_032991.C2","Active"
"CASP8","NM_001228","Mean_24HR_C2",7.9579925,"24HR","C2","NM_001228.C2","Active"
"CCBP2","NM_001296","Mean_24HR_C2",0.033787925,"24HR","C2","NM_001296.C2","Silent"
"CCL11","NM_002986","Mean_24HR_C2",0.038010125,"24HR","C2","NM_002986.C2","Silent"
"CCL13","NM_005408","Mean_24HR_C2",0.033818375,"24HR","C2","NM_005408.C2","Silent"
"CCL15","NM_032965","Mean_24HR_C2",0.0223245,"24HR","C2","NM_032965.C2","Silent"
"CCL16","NM_004590","Mean_24HR_C2",0.024411025,"24HR","C2","NM_004590.C2","Silent"
"CCL18","NM_002988","Mean_24HR_C2",0.029608425,"24HR","C2","NM_002988.C2","Silent"
"CCL19","NM_006274","Mean_24HR_C2",0.03171455,"24HR","C2","NM_006274.C2","Silent"
"CCL2","NM_002982","Mean_24HR_C2",0.018671224,"24HR","C2","NM_002982.C2","Silent"
"CCL20","NM_004591","Mean_24HR_C2",0.026481325,"24HR","C2","NM_004591.C2","Silent"
"CCL22","NM_002990","Mean_24HR_C2",45.99805,"24HR","C2","NM_002990.C2","Active"
"CCL23","NM_145898","Mean_24HR_C2",0.0275766,"24HR","C2","NM_145898.C2","Silent"
"CCL24","NM_002991","Mean_24HR_C2",0.05806345,"24HR","C2","NM_002991.C2","Silent"
"CCL26","NM_006072","Mean_24HR_C2",0.0223427,"24HR","C2","NM_006072.C2","Silent"
"CCL3","NM_002983","Mean_24HR_C2",0.55853525,"24HR","C2","NM_002983.C2","Active"
"CCL4","NM_002984","Mean_24HR_C2",0.97953325,"24HR","C2","NM_002984.C2",NA
"CCL5","NM_002985","Mean_24HR_C2",0.25180125,"24HR","C2","NM_002985.C2","Silent"
"CCL7","NM_006273","Mean_24HR_C2",0.013057453,"24HR","C2","NM_006273.C2","Silent"
"CCL8","NM_005623","Mean_24HR_C2",0.01612635,"24HR","C2","NM_005623.C2","Silent"
"CCND3","NM_001760","Mean_24HR_C2",8.2639475,"24HR","C2","NM_001760.C2","Active"
"CCR1","NM_001295","Mean_24HR_C2",0.58737225,"24HR","C2","NM_001295.C2","Active"
"CCR10","NM_016602","Mean_24HR_C2",0.732938,"24HR","C2","NM_016602.C2","Silent"
"CCR2","NM_001123041","Mean_24HR_C2",3.512685,"24HR","C2","NM_001123041.C2","Active"
"CCR5","NM_000579","Mean_24HR_C2",0.15148025,"24HR","C2","NM_000579.C2","Silent"
"CCR6","NM_031409","Mean_24HR_C2",2.56248,"24HR","C2","NM_031409.C2","Active"
"CCRL1","NM_016557","Mean_24HR_C2",0.18075,"24HR","C2","NM_016557.C2","Silent"
"CCRL2","NM_003965","Mean_24HR_C2",0.0369316,"24HR","C2","NM_003965.C2","Silent"
"CD14","NM_000591","Mean_24HR_C2",0.0847713,"24HR","C2","NM_000591.C2","Silent"
"CD160","NM_007053","Mean_24HR_C2",0.026514775,"24HR","C2","NM_007053.C2","Silent"
"CD163","NM_004244","Mean_24HR_C2",0.059153675,"24HR","C2","NM_004244.C2","Silent"
"CD164","NM_006016","Mean_24HR_C2",12.612825,"24HR","C2","NM_006016.C2","Active"
"CD19","NM_001770","Mean_24HR_C2",15.217175,"24HR","C2","NM_001770.C2","Active"
"CD1A","NM_001763","Mean_24HR_C2",0.039066675,"24HR","C2","NM_001763.C2","Silent"
"CD1D","NM_001766","Mean_24HR_C2",0.72310225,"24HR","C2","NM_001766.C2","Active"
"CD2","NM_001767","Mean_24HR_C2",0.054884475,"24HR","C2","NM_001767.C2","Silent"
"CD209","NM_021155","Mean_24HR_C2",0.02347735,"24HR","C2","NM_021155.C2","Silent"
"CD22","NM_001771","Mean_24HR_C2",14.755,"24HR","C2","NM_001771.C2","Active"
"CD24","NM_013230","Mean_24HR_C2",27.014575,"24HR","C2","NM_013230.C2","Active"
"CD244","NM_016382","Mean_24HR_C2",0.077270225,"24HR","C2","NM_016382.C2","Silent"
"CD247","NM_198053","Mean_24HR_C2",0.041197325,"24HR","C2","NM_198053.C2","Silent"
"CD27","NM_001242","Mean_24HR_C2",7.8131025,"24HR","C2","NM_001242.C2","Active"
"CD274","NM_014143","Mean_24HR_C2",4.4965425,"24HR","C2","NM_014143.C2","Active"
"CD276","NM_001024736","Mean_24HR_C2",0.0411593,"24HR","C2","NM_001024736.C2","Silent"
"CD28","NM_001243078","Mean_24HR_C2",0.014088795,"24HR","C2","NM_001243078.C2","Silent"
"CD34","NM_001025109","Mean_24HR_C2",0.06977125,"24HR","C2","NM_001025109.C2","Silent"
"CD36","NM_001001548","Mean_24HR_C2",1.2571325,"24HR","C2","NM_001001548.C2","Active"
"CD3D","NM_000732","Mean_24HR_C2",0.02443225,"24HR","C2","NM_000732.C2","Silent"
"CD3E","NM_000733","Mean_24HR_C2",0.61641375,"24HR","C2","NM_000733.C2",NA
"CD3EAP","NM_012099","Mean_24HR_C2",20.98955,"24HR","C2","NM_012099.C2","Silent"
"CD4","NM_000616","Mean_24HR_C2",0.032813825,"24HR","C2","NM_000616.C2","Silent"
"CD40","NM_001250","Mean_24HR_C2",17.859525,"24HR","C2","NM_001250.C2","Active"
"CD40LG","NM_000074","Mean_24HR_C2",0.043246775,"24HR","C2","NM_000074.C2","Silent"
"CD44","NM_001001392","Mean_24HR_C2",39.418275,"24HR","C2","NM_001001392.C2","Active"
"CD45R0","NM_080921","Mean_24HR_C2",16.022234425,"24HR","C2","NM_080921.C2","Active"
"CD45RA","NM_002838","Mean_24HR_C2",19.767575,"24HR","C2","NM_002838.C2","Active"
"CD45RB","ENST00000367367","Mean_24HR_C2",0.97511125,"24HR","C2","ENST00000367367.C2","Active"
"CD46","NM_172350","Mean_24HR_C2",22.595425,"24HR","C2","NM_172350.C2","Active"
"CD48","NM_001778","Mean_24HR_C2",52.6073,"24HR","C2","NM_001778.C2","Active"
"CD5","NM_014207","Mean_24HR_C2",0.05492965,"24HR","C2","NM_014207.C2","Silent"
"CD53","NM_001040033","Mean_24HR_C2",65.241025,"24HR","C2","NM_001040033.C2","Active"
"CD55","NM_000574","Mean_24HR_C2",0.278046,"24HR","C2","NM_000574.C2","Silent"
"CD58","NM_001779","Mean_24HR_C2",2.08238,"24HR","C2","NM_001779.C2","Active"
"CD59","NM_000611","Mean_24HR_C2",12.7239,"24HR","C2","NM_000611.C2","Active"
"CD6","NM_006725","Mean_24HR_C2",5.0413525,"24HR","C2","NM_006725.C2","Active"
"CD7","NM_006137","Mean_24HR_C2",0.070821175,"24HR","C2","NM_006137.C2","Silent"
"CD70","NM_001252","Mean_24HR_C2",44.1759,"24HR","C2","NM_001252.C2","Active"
"CD74","NM_001025159","Mean_24HR_C2",1200.8275,"24HR","C2","NM_001025159.C2","Active"
"CD79A","NM_001783","Mean_24HR_C2",72.299075,"24HR","C2","NM_001783.C2","Active"
"CD79B","NM_021602","Mean_24HR_C2",61.623775,"24HR","C2","NM_021602.C2","Active"
"CD80","NM_005191","Mean_24HR_C2",0.36734625,"24HR","C2","NM_005191.C2","Silent"
"CD81","NM_004356","Mean_24HR_C2",54.4919,"24HR","C2","NM_004356.C2","Active"
"CD82","NM_002231","Mean_24HR_C2",3.3443775,"24HR","C2","NM_002231.C2","Active"
"CD83","NM_004233","Mean_24HR_C2",10.402875,"24HR","C2","NM_004233.C2","Active"
"CD86","NM_175862","Mean_24HR_C2",2.8610625,"24HR","C2","NM_175862.C2","Active"
"CD8A","NM_001768","Mean_24HR_C2",0.02239745,"24HR","C2","NM_001768.C2","Silent"
"CD8B","NM_004931","Mean_24HR_C2",0.02443225,"24HR","C2","NM_004931.C2","Silent"
"CD9","NM_001769","Mean_24HR_C2",4.8725375,"24HR","C2","NM_001769.C2","Active"
"CD96","NM_005816","Mean_24HR_C2",0.177561,"24HR","C2","NM_005816.C2",NA
"CD97","NM_078481","Mean_24HR_C2",11.407225,"24HR","C2","NM_078481.C2","Active"
"CD99","NM_002414","Mean_24HR_C2",31.436025,"24HR","C2","NM_002414.C2","Active"
"CDH5","NM_001795","Mean_24HR_C2",0.022371923,"24HR","C2","NM_001795.C2","Silent"
"CEACAM1","NM_001712","Mean_24HR_C2",0.755662,"24HR","C2","NM_001712.C2","Active"
"CEACAM6","NM_002483","Mean_24HR_C2",0.07187445,"24HR","C2","NM_002483.C2","Silent"
"CEACAM8","NM_001816","Mean_24HR_C2",0.040106175,"24HR","C2","NM_001816.C2","Silent"
"CEBPB","NM_005194","Mean_24HR_C2",3.1287125,"24HR","C2","NM_005194.C2",NA
"CFB","NM_001710","Mean_24HR_C2",0.04541045,"24HR","C2","NM_001710.C2","Silent"
"CFD","NM_001928","Mean_24HR_C2",2.821545,"24HR","C2","NM_001928.C2","Silent"
"CFH","NM_001014975","Mean_24HR_C2",0.0254698,"24HR","C2","NM_001014975.C2","Silent"
"CFI","NM_000204","Mean_24HR_C2",0.06973645,"24HR","C2","NM_000204.C2","Silent"
"CFP","NM_002621","Mean_24HR_C2",0.8411365,"24HR","C2","NM_002621.C2","Active"
"CHUK","NM_001278","Mean_24HR_C2",13.3411,"24HR","C2","NM_001278.C2","Active"
"CIITA","NM_000246","Mean_24HR_C2",10.565845,"24HR","C2","NM_000246.C2","Active"
"CISH","NM_145071","Mean_24HR_C2",0.46372375,"24HR","C2","NM_145071.C2","Silent"
"CLEC4A","NM_194448","Mean_24HR_C2",0.20038875,"24HR","C2","NM_194448.C2","Silent"
"CLEC4E","NM_014358","Mean_24HR_C2",0.031772275,"24HR","C2","NM_014358.C2","Silent"
"CLEC5A","NM_013252","Mean_24HR_C2",0.057022675,"24HR","C2","NM_013252.C2","Silent"
"CLEC6A","NM_001007033","Mean_24HR_C2",0.0527894,"24HR","C2","NM_001007033.C2","Silent"
"CLEC7A","NM_197954","Mean_24HR_C2",0.026546698,"24HR","C2","NM_197954.C2","Silent"
"CLU","NM_001831","Mean_24HR_C2",0.0317418,"24HR","C2","NM_001831.C2","Silent"
"CMKLR1","NM_004072","Mean_24HR_C2",0.0464347,"24HR","C2","NM_004072.C2","Silent"
"CR1","NM_000651","Mean_24HR_C2",0.048578075,"24HR","C2","NM_000651.C2","Silent"
"CR2","NM_001006658","Mean_24HR_C2",0.01824562,"24HR","C2","NM_001006658.C2","Silent"
"CRADD","NM_003805","Mean_24HR_C2",1.3799175,"24HR","C2","NM_003805.C2",NA
"CSF1","NM_000757","Mean_24HR_C2",0.11473335,"24HR","C2","NM_000757.C2","Silent"
"CSF2","NM_000758","Mean_24HR_C2",0.014070023,"24HR","C2","NM_000758.C2","Silent"
"CSF2RB","NM_000395","Mean_24HR_C2",1.3151175,"24HR","C2","NM_000395.C2","Active"
"CSF3R","NM_156038","Mean_24HR_C2",0.01518525,"24HR","C2","NM_156038.C2","Silent"
"CTLA4_all","NM_005214","Mean_24HR_C2",0.0151585915,"24HR","C2","NM_005214.C2","Silent"
"CTSC","NM_001814","Mean_24HR_C2",37.118725,"24HR","C2","NM_001814.C2","Active"
"CTSG","NM_001911","Mean_24HR_C2",0.049598425,"24HR","C2","NM_001911.C2","Silent"
"CTSS","NM_004079","Mean_24HR_C2",39.253625,"24HR","C2","NM_004079.C2","Active"
"CUL9","NM_015089","Mean_24HR_C2",3.37943,"24HR","C2","NM_015089.C2","Active"
"CX3CL1","NM_002996","Mean_24HR_C2",0.08680735,"24HR","C2","NM_002996.C2","Silent"
"CX3CR1","NM_001337","Mean_24HR_C2",1.5229175,"24HR","C2","NM_001337.C2","Active"
"CXCL1","NM_001511","Mean_24HR_C2",0.050634525,"24HR","C2","NM_001511.C2","Silent"
"CXCL10","NM_001565","Mean_24HR_C2",1.41777,"24HR","C2","NM_001565.C2","Silent"
"CXCL11","NM_005409","Mean_24HR_C2",0.11581355,"24HR","C2","NM_005409.C2","Silent"
"CXCL12","NM_000609","Mean_24HR_C2",0.0181751,"24HR","C2","NM_000609.C2","Silent"
"CXCL13","NM_006419","Mean_24HR_C2",0.025476975,"24HR","C2","NM_006419.C2","Silent"
"CXCL2","NM_002089","Mean_24HR_C2",0.014062025,"24HR","C2","NM_002089.C2","Silent"
"CXCL9","NM_002416","Mean_24HR_C2",0.03386525,"24HR","C2","NM_002416.C2","Silent"
"CXCR1","NM_000634","Mean_24HR_C2",0.036952775,"24HR","C2","NM_000634.C2","Silent"
"CXCR2","NM_001557","Mean_24HR_C2",0.10409385,"24HR","C2","NM_001557.C2","Silent"
"CXCR3","NM_001504","Mean_24HR_C2",0.56728925,"24HR","C2","NM_001504.C2","Silent"
"CXCR4","NM_003467","Mean_24HR_C2",3.3264075,"24HR","C2","NM_003467.C2","Active"
"CXCR6","NM_006564","Mean_24HR_C2",0.021332723,"24HR","C2","NM_006564.C2","Silent"
"CYBB","NM_000397","Mean_24HR_C2",24.496,"24HR","C2","NM_000397.C2","Active"
"DEFB1","NM_005218","Mean_24HR_C2",0.0443291,"24HR","C2","NM_005218.C2","Silent"
"DEFB103A","NM_001081551","Mean_24HR_C2",0.024461775,"24HR","C2","NM_001081551.C2","Silent"
"DEFB103B","NM_018661","Mean_24HR_C2",0.042260475,"24HR","C2","NM_018661.C2","Silent"
"DEFB4A","NM_004942","Mean_24HR_C2",0.026500925,"24HR","C2","NM_004942.C2","Silent"
